Product Name,Product ID,Image URL,Rating,Total Reviews,Brand,Category Name,Category ID,Product URL
WD40 Sprays 2 Ways 250ml,1000383200516,https://ui.assets-asda.com:443/dm/T_5032227447837,4.625,8,WD40,Home & Entertainment,1215135760682,https://groceries.asda.com/product/wd40-sprays-2-ways-250ml/1000383200516
Strepsils Extra Blackcurrant Lozenges for Sore Throat x24,910002078927,https://ui.assets-asda.com:443/dm/5000158106185,4.8333,12,Strepsils,Health & Wellness,1215686353929,https://groceries.asda.com/product/strepsils-extra-blackcurrant-lozenges-for-sore-throat-x24/910002078927
Homefire Wood Briquette Heat Logs,1000383196101,https://ui.assets-asda.com:443/dm/T_5017974012392,5,5,Homefire,Home & Entertainment,1215135760682,https://groceries.asda.com/product/homefire-wood-briquette-heat-logs/1000383196101
George Home Grey Compact Slow Cooker,1000383112606,https://ui.assets-asda.com:443/dm/T_5057172860562,4.5891,129,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-grey-compact-slow-cooker/1000383112606
"Aussie Miracle Moist Shampoo For Dry,Really Thirsty Hair",1000017016705,https://ui.assets-asda.com:443/dm/8001090718792,4.6253,6875,Aussie,Toiletries & Beauty,1215135760648,"https://groceries.asda.com/product/aussie-miracle-moist-shampoo-for-dry,really-thirsty-hair/1000017016705"
Sudafed Congestion Headache Relief Day & Night Capsules,910001503744,https://ui.assets-asda.com:443/dm/03574661162270,4.5816,196,Sudafed,Health & Wellness,1215686353929,https://groceries.asda.com/product/sudafed-congestion-headache-relief-day-&-night-capsules/910001503744
George Home 10.5 Tog Soft Touch Microfibre Double Duvet,1000016027560,https://ui.assets-asda.com:443/dm/T_5054781865803,4.7846,1611,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-10.5-tog-soft-touch-microfibre-double-duvet/1000016027560
"Garnier Micellar Water Facial Cleanser for Sensitive Skin, Travel Size",1000045396770,https://ui.assets-asda.com:443/dm/3600542081207,4.7128,996,Garnier,Toiletries & Beauty,1215135760648,"https://groceries.asda.com/product/garnier-micellar-water-facial-cleanser-for-sensitive-skin,-travel-size/1000045396770"
Fire & Flame Softwood Netted Logs RTB FSC,1000383257634,https://ui.assets-asda.com:443/dm/T_5012023001280,0,0,Fire & Flame,Laundry & Household,1215135760665,https://groceries.asda.com/product/fire-&-flame-softwood-netted-logs-rtb-fsc/1000383257634
George Home Cream Hot Water Bottle,1000068532308,https://ui.assets-asda.com:443/dm/T_5054070849606,4.5739,115,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-cream-hot-water-bottle/1000068532308
Strepsils Honey & Lemon Lozenges for Sore Throat x36,910002312416,https://ui.assets-asda.com:443/dm/5000158100527,4.8421,19,Strepsils,Health & Wellness,1215686353929,https://groceries.asda.com/product/strepsils-honey-&-lemon-lozenges-for-sore-throat-x36/910002312416
ASDA LED Candle 40w Small Screw Lightbulb,1000383218456,https://ui.assets-asda.com:443/dm/T_5063089471142,3,2,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-led-candle-40w-small-screw-lightbulb/1000383218456
Lemsip Max Cold & Flu Capsules,28404,https://ui.assets-asda.com:443/dm/5000158064089,4.5833,12,Lemsip,Health & Wellness,1215686353929,https://groceries.asda.com/product/lemsip-max-cold-&-flu-capsules/28404
George Home Black Compact Air Fryer,1000149710292,https://ui.assets-asda.com:443/dm/T_5054781630678_T1,4.6074,2091,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-black-compact-air-fryer/1000149710292
George Home Grey Teddy Plain Fitted Sheet - Double,1000383231130,https://ui.assets-asda.com:443/dm/T_5063089528273,4.875,56,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-grey-teddy-plain-fitted-sheet---double/1000383231130
George Home Grey Plain Teddy Reversible Duvet Set - Double,1000383230913,https://ui.assets-asda.com:443/dm/T_5063089532300,4.8235,17,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-grey-plain-teddy-reversible-duvet-set---double/1000383230913
Demon Ice 2 in 1 De-Icer and Ice Preventer,1000000580861,https://ui.assets-asda.com:443/dm/T_5010373077849,2.9474,19,Demon,Home & Entertainment,1215135760682,https://groceries.asda.com/product/demon-ice-2-in-1-de-icer-and-ice-preventer/1000000580861
George Home 10.5 Tog Soft Touch Microfibre Single Duvet,1000016027583,https://ui.assets-asda.com:443/dm/T_5054781865797,4.7873,1608,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-10.5-tog-soft-touch-microfibre-single-duvet/1000016027583
George Home Stainless Steel Manual 5L Slow Cooker,1000364145673,https://ui.assets-asda.com:443/dm/T_5057172860081,4.7426,202,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-stainless-steel-manual-5l-slow-cooker/1000364145673
George Home Grey Teddy Plain Fitted Sheet - Single,1000383231119,https://ui.assets-asda.com:443/dm/T_5063089528266,4.8704,54,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-grey-teddy-plain-fitted-sheet---single/1000383231119
Scoville Black 3.5L Slow Cooker SSC101SS,1000383112414,https://ui.assets-asda.com:443/dm/T_5057172860418,4.8232,362,Scoville,Home & Entertainment,1215135760682,https://groceries.asda.com/product/scoville-black-3.5l-slow-cooker-ssc101ss/1000383112414
George Home Black 4 Slice Toaster,1000222604536,https://ui.assets-asda.com:443/dm/T_5054781630050,4.7043,257,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-black-4-slice-toaster/1000222604536
Sure Cotton Dry Nonstop Protection Compressed Anti-perspirant Aerosol 75 ml,1000370807142,https://ui.assets-asda.com:443/dm/59092407,4.8008,1230,Sure,Toiletries & Beauty,1215135760648,https://groceries.asda.com/product/sure-cotton-dry-nonstop-protection-compressed-anti-perspirant-aerosol-75-ml/1000370807142
ASDA LED Classic 60W Large Screw Daylight Lightbulb,1000383218387,https://ui.assets-asda.com:443/dm/T_5063089471067,4.25,4,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-led-classic-60w-large-screw-daylight-lightbulb/1000383218387
ASDA 2 In 1 Lantern,1000063149771,https://ui.assets-asda.com:443/dm/T_5054781983972,3.6,10,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-2-in-1-lantern/1000063149771
ASDA Extreme Screenwash,1000304248497,https://ui.assets-asda.com:443/dm/T_5057172694976,2.0769,13,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-extreme-screenwash/1000304248497
George Home 10.5 Tog Soft Touch Microfibre King Duvet,1000016028296,https://ui.assets-asda.com:443/dm/T_5054781865810,4.7898,1608,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-10.5-tog-soft-touch-microfibre-king-duvet/1000016028296
George Home 13.5 Tog Soft Touch Double Duvet,910001989218,https://ui.assets-asda.com:443/dm/T_5054070806920,4.8065,2026,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-13.5-tog-soft-touch-double-duvet/910001989218
Fishermans Friend Original Menthol & Eucalyptus Flavour Lozenges 3 x 25G,910001488106,https://ui.assets-asda.com:443/dm/5000357105828,4.7143,14,Fishermans Friend,Health & Wellness,1215686353929,https://groceries.asda.com/product/fishermans-friend-original-menthol-&-eucalyptus-flavour-lozenges-3-x-25g/910001488106
Buttercup Bronchostop Cough Syrup,910002079038,https://ui.assets-asda.com:443/dm/5012616262197,4.25,16,Buttercup,Health & Wellness,1215686353929,https://groceries.asda.com/product/buttercup-bronchostop-cough-syrup/910002079038
Snufflebabe Vapour Rub,1000341218997,https://ui.assets-asda.com:443/dm/5011784004325,5,1,Snufflebabe,Health & Wellness,1215686353929,https://groceries.asda.com/product/snufflebabe-vapour-rub/1000341218997
George Home White Feels Like Down Medium Pillows - Set of 2,1000383238018,https://ui.assets-asda.com:443/dm/T_5063089439357,5,1,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-white-feels-like-down-medium-pillows---set-of-2/1000383238018
ASDA Plastic Ice Scraper,1000301381702,https://ui.assets-asda.com:443/dm/T_5057172693603,3.6,5,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-plastic-ice-scraper/1000301381702
ASDA Classic 60W Bayonet Warm White Lightbulb,1000383218376,https://ui.assets-asda.com:443/dm/T_5063089470640,3.5,2,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-classic-60w-bayonet-warm-white-lightbulb/1000383218376
Benylin Dry & Tickly Cough Syrup,1000001205475,https://ui.assets-asda.com:443/dm/03574661370194,4.5,128,Benylin,Health & Wellness,1215686353929,https://groceries.asda.com/product/benylin-dry-&-tickly-cough-syrup/1000001205475
Covonia Chesty Cough Mixture Mentholated,2108020,https://ui.assets-asda.com:443/dm/5011309015416,4.6667,15,Covonia,Health & Wellness,1215686353929,https://groceries.asda.com/product/covonia-chesty-cough-mixture-mentholated/2108020
George Home 13.5 Tog Soft Touch King Size Duvet,910001988564,https://ui.assets-asda.com:443/dm/T_5054070806937_T1,4.8137,2018,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-13.5-tog-soft-touch-king-size-duvet/910001988564
George Home 3L Slow Cooker - Stainless Steel,1000383112524,https://ui.assets-asda.com:443/dm/T_5057172860555,4.7769,511,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-3l-slow-cooker---stainless-steel/1000383112524
Lynx Africa Shower Gel,1000203618197,https://ui.assets-asda.com:443/dm/8717163768174,4.6119,67,Lynx,Toiletries & Beauty,1215135760648,https://groceries.asda.com/product/lynx-africa-shower-gel/1000203618197
ASDA Led Candle 250L Wh Coa E14 25H 27K Non 2P,1000383218427,https://ui.assets-asda.com:443/dm/T_5063089471111,5,2,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-led-candle-250l-wh-coa-e14-25h-27k-non-2p/1000383218427
Otex Olive Oil Ear Drops,1000360469757,https://ui.assets-asda.com:443/dm/5016379299209,5,5,Otex,Health & Wellness,1215686353929,https://groceries.asda.com/product/otex-olive-oil-ear-drops/1000360469757
Strepsils Sore Throat & Cough Lozenges,910000485347,https://ui.assets-asda.com:443/dm/5000158102910,4,9,Strepsils,Health & Wellness,1215686353929,https://groceries.asda.com/product/strepsils-sore-throat-&-cough-lozenges/910000485347
George Home 6L Digital Black Slow Cooker,1000364145686,https://ui.assets-asda.com:443/dm/T_5057172406777,4.847,647,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-6l-digital-black-slow-cooker/1000364145686
Covonia Dry & Tickly Cough Linctus,910002962518,https://ui.assets-asda.com:443/dm/5011309011418,4.6667,12,Covonia,Health & Wellness,1215686353929,https://groceries.asda.com/product/covonia-dry-&-tickly-cough-linctus/910002962518
Vicks Vaporub Easy Application: Twist & Apply For Cold symptom Relief,1000383249364,https://ui.assets-asda.com:443/dm/8700216480444,4.6,5,Vicks,Health & Wellness,1215686353929,https://groceries.asda.com/product/vicks-vaporub-easy-application:-twist-&-apply-for-cold-symptom-relief/1000383249364
George Home Grey Super Soft Throw,1000046413223,https://ui.assets-asda.com:443/dm/T_5054781944294,4.7812,489,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-grey-super-soft-throw/1000046413223
Calcough Infant Syrup Apple Flavour 3+ Months,910000562411,https://ui.assets-asda.com:443/dm/3574660518948,4.6471,119,Calcough,Health & Wellness,1215686353929,https://groceries.asda.com/product/calcough-infant-syrup-apple-flavour-3+-months/910000562411
George Home Cream Teddy Plain Fitted Sheet - Double,1000383230643,https://ui.assets-asda.com:443/dm/T_5063089528228,4.8545,55,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-cream-teddy-plain-fitted-sheet---double/1000383230643
Buttercup Syrup Original Cough Syrup,9392105,https://ui.assets-asda.com:443/dm/5012616175008,4.7143,14,Buttercup,Health & Wellness,1215686353929,https://groceries.asda.com/product/buttercup-syrup-original-cough-syrup/9392105
Chewy Vites Real Fruit Juice Kids Immune Support 3+ Years 30 Gummies One A Day,1000359738195,https://ui.assets-asda.com:443/dm/6009702811178,4.6667,3,Chewy Vites,Health & Wellness,1215686353929,https://groceries.asda.com/product/chewy-vites-real-fruit-juice-kids-immune-support-3+-years-30-gummies-one-a-day/1000359738195
Hyper Tough 80 Lumens Alum Mini Torch,1000383111026,https://ui.assets-asda.com:443/dm/T_5054781980865,4.375,8,Hyper Tough,Home & Entertainment,1215135760682,https://groceries.asda.com/product/hyper-tough-80-lumens-alum-mini-torch/1000383111026
George Home 13.5 Tog Soft Touch Microfibre Single Duvet,910001988280,https://ui.assets-asda.com:443/dm/T_5054070806913_T1,4.8163,2020,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-13.5-tog-soft-touch-microfibre-single-duvet/910001988280
ASDA LED GU10 Warm White Lightbulb,1000383218453,https://ui.assets-asda.com:443/dm/T_5063089470930,4,1,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-led-gu10-warm-white-lightbulb/1000383218453
George Home Grey Teddy Plain Fitted Sheet - King,1000383231203,https://ui.assets-asda.com:443/dm/T_5063089528280,4.8545,55,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-grey-teddy-plain-fitted-sheet---king/1000383231203
4head Natural Headache Relief,984573,https://ui.assets-asda.com:443/dm/5016379400001,4.7778,9,4head,Health & Wellness,1215686353929,https://groceries.asda.com/product/4head-natural-headache-relief/984573
Kleenex Easy Breathe 6 Brand Tissues,1000383246446,https://ui.assets-asda.com:443/dm/5029053583808,4.6744,86,Kleenex,Laundry & Household,1215135760665,https://groceries.asda.com/product/kleenex-easy-breathe-6-brand-tissues/1000383246446
Huggies Diapers Little Swimmers 12 Swim Nappies 2-3 3-8kg,910001015447,https://ui.assets-asda.com:443/dm/5029053537795,4.6526,3256,Huggies,"Baby, Toddler & Kids",1215135760631,https://groceries.asda.com/product/huggies-diapers-little-swimmers-12-swim-nappies-2-3-3-8kg/910001015447
George Home 15 Tog Microfibre Duvet Double,910002020261,https://ui.assets-asda.com:443/dm/5054070807675,4.8084,2062,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-15-tog-microfibre-duvet-double/910002020261
Auto Drive Anti-Freeze 2L,1000301161254,https://ui.assets-asda.com:443/dm/T_5057172692781,4,4,Auto Drive,Home & Entertainment,1215135760682,https://groceries.asda.com/product/auto-drive-anti-freeze-2l/1000301161254
Sudafed Congestion & Headache Relief Max Strength Capsules Capsules,910001486397,https://ui.assets-asda.com:443/dm/03574661162232,4.5755,384,Sudafed,Health & Wellness,1215686353929,https://groceries.asda.com/product/sudafed-congestion-&-headache-relief-max-strength-capsules-capsules/910001486397
Covonia Chesty Cough Sugar Free Syrup,910001485438,https://ui.assets-asda.com:443/dm/5011309450415,4.5714,7,Covonia,Health & Wellness,1215686353929,https://groceries.asda.com/product/covonia-chesty-cough-sugar-free-syrup/910001485438
Benylin Mucus Cough Max Menthol Flavour,1000071331688,https://ui.assets-asda.com:443/dm/3574661375373,4.4091,132,Benylin,Health & Wellness,1215686353929,https://groceries.asda.com/product/benylin-mucus-cough-max-menthol-flavour/1000071331688
Demon Freeze Extreme De-Icing Screenwash,1000000581648,https://ui.assets-asda.com:443/dm/T_501037307783,5,2,Demon,Home & Entertainment,1215135760682,https://groceries.asda.com/product/demon-freeze-extreme-de-icing-screenwash/1000000581648
George Home 15 Tog Microfibre Duvet Single,910002020838,https://ui.assets-asda.com:443/dm/5054070807668,4.8059,1860,George Home,Home & Entertainment,1215135760682,https://groceries.asda.com/product/george-home-15-tog-microfibre-duvet-single/910002020838
Zarbee's Cooling Throat + Immune Support Lozenge 24's,1000383238648,https://ui.assets-asda.com:443/dm/03574661772363,4.6705,88,Zarbee's,Health & Wellness,1215686353929,https://groceries.asda.com/product/zarbee's-cooling-throat-+-immune-support-lozenge-24's/1000383238648
CarPlan Ice Scraper,1000007754791,https://ui.assets-asda.com:443/dm/T_5010373078013,4,26,CarPlan,Home & Entertainment,1215135760682,https://groceries.asda.com/product/carplan-ice-scraper/1000007754791
ASDA All Seasons Screenwash 5L,1000301161216,https://ui.assets-asda.com:443/dm/T_5057172427253_T1,3.4,35,ASDA,Home & Entertainment,1215135760682,https://groceries.asda.com/product/asda-all-seasons-screenwash-5l/1000301161216
Colgate Total Original Travel Size Toothpaste 20ml,1000121694602,https://ui.assets-asda.com:443/dm/8718951238275,4.6186,2462,Colgate,Toiletries & Beauty,1215135760648,https://groceries.asda.com/product/colgate-total-original-travel-size-toothpaste-20ml/1000121694602
CarPlan Blue Star De-Icer,910000236763,https://ui.assets-asda.com:443/dm/5010373039250,3.9091,22,CarPlan,Home & Entertainment,1215135760682,https://groceries.asda.com/product/carplan-blue-star-de-icer/910000236763
